name,categories,rating,coordinates,transactions,price,is_closed,content,review_rating,date,reviewers_name,cool_tag,useful_tag,funny_tag
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,The environment is absolutely awesome! Was there on a Sunday night and it was packed. Went there the following night with some buddies because it was such a fun time and it was a lot less busy since it was a Monday but still had amazing food and awesome service from Logan!,5,3/21/2021,Evan H.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Really cool concept. Good food and great service from bar servers. Minus one star for not having validation.,4,3/20/2021,Ryan Y.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,I'm so glad we have this place downtown. It's like a party on any night of the week and you can try anything. The only advice I offer is that the bars do need you to order food. So it's not a drink only spot. But the fries that we ordered were insanely good and I'll never turn down good fries.,5,3/20/2021,Matthew L.,1,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Sorry Yelpers, I forgot to take pics as I was more worried about eating LOL HallPass is a great addition to The Gateway. Definitely a vibe to chill and eat and/or drink with your people. The variety of foods to choose from is a treat as it provides something for everyone. There are tables for small to large groups and tables outside as well. There is a bar here for those that drink with tables on their side of the divider. There are employees that work there to clear and clean the tables. Masks and hand sanitizer were available at the host stand as we walked in. Since I went on the weekend, it was busy but we were still able to snag a table. It wasn't cleaned yet, but when one of the employees passing by saw I was wiping the table with a wipe, he came back over with a clean towel to wipe our area down. There is a soda station that all restaurants sell cups for. There wasn't more than one person in front of me when I went to refill my drink. After trying a couple restaurants, I'm sure I'll return to try another spot in here ready to do another review.Good job Gateway!",5,3/16/2021,Celeste T.,2,2,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Get the blaze of thunder chicken sandwich. AMAZING!!!Tenders were pretty good too at the recommended spice level but the sandwich was just amazing with a side of pickles....  definitely would come here again.,5,3/15/2021,Ylianei B.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"We tried the Blaze of Thunder Chicken Sandwich here and it didn't disappoint. It comes in different spice levels and while I usually never opt for the spiciest level, with this sandwich I wish I had. The atmosphere of this restaurant is unique, it's located in the Gateway Mall and it's a cool place to just hang out. My favorite chicken sandwich of all time is Mico's Hot Chicken in Houston, TX. While this doesn't quite live up to that, I'd say it's a pretty close second.",5,3/14/2021,Melissa M.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Fast and kind  service. Had Blaze of Thunder. Absolute gas 10/10There is so much to try so have to come again to try everything,5,2/28/2021,Emma H.,1,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"This place is dope, if you're flight gets delayed roll up and eat some brunch - then grab an espresso martini with Logan and have a nice day",5,2/28/2021,Evan H.,1,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Hip food hall with five eatery options, a large bar fit with oversized tv's, and innovative tables fit with server call buttons. Take-out available. Blaze of Thunder's sandwich combo with cajun fries alone was well worth the visit.",5,2/24/2021,Patrick S.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Came here on a Sunday and was bummed to find that the cod, lobster roll, and SkinnyFats(?) counters were closed, but we were still intrigued by the baos and hot chicken counters.For the hot chicken: Wow, it was hot and almost not enjoyable. We ordered a tender meal with the second from the lowest spice level and were thrown off by the thick layer of spices that caked our fingers and throats. The chicken itself was tender but coughing at one of the lowest spice levels when our spice tolerance is high was concerning. The fries were okay and the soda options were interesting.For baos: We ordered the Szechuan chicken dumplings (order of 5) and the pork belly baos (order of 2). Overall a good price for the portions but it left me wanting more. Everything was made to order but the dumplings were cool when we picked them up. Would love to try their noodle dish sometime, too.I'm hoping to visit during at a time when I can snag a lobster roll. Lots of seating, various food and drink options, and location were great. Overall, I would score Hallpass as a 3.5/5.",4,2/22/2021,Caitlin N.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Great flavors and spice to their chickens. Quick and easy pickup with decent prices. Also in a pretty cool food court area.,5,2/20/2021,Adam B.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Brunch is what you make of it, for me...it's mostly about connecting with my besties, over some delicious food (and, a mimosa or 2), before starting another work work week! Amiriiight!!! It's one of my favorite meals, because it combines two of them! Lol  At Hallpass SLC ( @hallpassslc ) at Gateway Mall, they now have BRUNCH y'all!!! We enjoyed some traditional entrées, like Nashville Hot Chicken And Waffles + hot honey, Brulee French Toast and Fresh Fruit. What's rad about Hallpass is that you can get other options too! I also hit up Graffiti Bao ( @graffitibao ) and got some Chicken Dumplings/Potstickers and their famous Bao Buns (with Short Rib and Pork Bellayyy)! It's a unique way, to mix up the traditional brunch fare and I'm all about it! Pro Tip: For a few more dollars, you can get unlimited Bloody Marys & Mimosas! You're welcome!",4,2/16/2021,Nellie C.,5,8,2
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"HallPass in downtown SLC is like having a little piece of Vegas right here with us in downtown Salt Lake City!  We love the open atmosphere and amazing wooden furniture.Beer Zombies is a great place to sit and enjoy comfort or craft beer and cocktails while you chat or watch the Utah Jazz kick some ass.We have now tried 3 of the restaurants including Graffiti Bao for tasty pork buns, Blaze of Thunder for my fav Nashville Hot chicken sando and SkinnyFats for some amazing truffle fries!We are looking forward to trying the lobster rolls and clam chowder at Colossal Lobster ASAP!  We haven't been while the DJ was spinning yet, but looking forward to that as soon as we can.The prices are a bit spendy at each of the restaurants, but overall a great, fun place and cool atmosphere.  It's like you aren't even in Utah!  Stop in and check it out!",4,2/15/2021,Alan H.,8,9,2
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,This is an upscale of a food court. The food all looks amazing.  My lobster Rueben was delicious. I loved the clam chowder. Probably didn't need the tater tots!  Could not eat them all. 2  up!!,5,2/7/2021,Dave T.,1,2,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Hands down the best food in SLC! We literally ate here everyday of our trip. Their brunch was probably one of the best brunches we've ever had . The eggs amazing! Potatoes Amazing! French toast amazing! We also tried their Blaze of Thunder Chicken Sandwich which was probably the best chicken sandwich we've ever had next to Throbin Thicke at Cops n Throbbers! Run don't walk here!,5,1/30/2021,Branden P.,1,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Oh man, best nashville hot chicken sandwiches here. The lobster roll place is pretty good too, but I would make a trip specifically for the chicken. I'm not even a huge chicken sandwich fan but my husband got one and I tried a bite, so good I went and got my own to take home. Seriously, try it out. Oh and the pork buns from the bao place aren't worth it, just get chicken.",5,1/25/2021,Lisa H.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"I love the food here. But tonight I had an experience seems to happen every time I come here - they're out of everything. 5 out of 6 drinks featured on their menu that we tried to order were out. Their recommendations for replacements didn't end up so great. At the end of the night we asked for validation as we closed our bill, but you guessed it - out of those too.",3,1/23/2021,Emme P.,2,3,2
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Customer service was excellent, the employees were very polite, patient, and friendly. Indoor seating was available and there were multiple fountain drink options. The prices were not too bad for the portions of food we bought. My best friend and I shared a Spicy Nashville chicken sandwich, which was BOMB! However, I do recommend not going any higher than the second spicy level, haha. One sandwich fed me and my best friend, and their Mac & Cheese was pretty decent. I'm eager to try the lobster rolls when I return back to Salt Lake.Overall great experience.",5,1/19/2021,Nirae P.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Mmmm Good! Love the cafeteria style dining. I had the Fish&Chips, other than fresh tasting fish, crispy batter and chips are large cut (bit salty for my taste) but hits the spot after a great day of skiing. Now I know where to go for good comfort food. Super friendly staff ... Fun atmosphere.",5,1/14/2021,Antonio L.,0,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,This place is great! It has a really cool atmosphere with unique furniture and interesting artwork throughout. HallPass is perfect for people looking to get a good meal that is also very Instagramable. There are TVs everywhere and a bar which makes it a very fun social activity with friends or co-workers. They do have some funky hours around mid day so make sure you look at the hours of operation before you come so you don't find yourself hangry and cold.,4,1/12/2021,Andrew J.,0,2,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Tried the Asian place. The bao buns were not already prepared. The two small bites of beef on the plate are all you get to stuff in your buns. That was barely enough for one bun, so the other was pretty much a veggie bun. It was ok. Was disappointed because bao buns are a bit more challenging to find near me and these did not live up to my excitement. Spring rolls were nothing amazing. Just ""ok""",2,1/6/2021,Appie R.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"It was my wife's birthday and we heard about HallPass from my Son , who has a friend that works at the bar, so we thought we would go up and check it out, we had a party of 7 who all have a variety of food tastes and this place was perfect for us all dealing with differences in what we wanted to eat that night. HallPass has I believe 8 different restaurants and 2 bars, it's like a big food court way of ordering your food, you just walk around and figure out what your wanting , so our food choices were great, I went with the 3 pieces of Cod and tater tots, the cost was ok around $9 for some big pieces of cod which I thought to be good, others in my party I heard enjoyed there food also with no complaints, we also got some big shrimp and ceviche all good to the taste buds, this place has a fun atmosphere and I will definitely go back",5,12/30/2020,Scott B.,1,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,This is such a cool concept situated within The Gateway. There are so many different restaurants to try that surely everyone in your party will be satisfied. Seafood- try CodSpeed! Chicken- go for Blaze of ThunderBurgers- SkinnyFatsDrinks- BeerZombiesAnd there is still SO much more! The atmosphere is fun and relaxed. Definitely a must visit for a bite if you are visiting The Gateway or chilling nearby!,5,12/29/2020,Amber B.,0,2,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Really neat dining experience. The name Hall Pass is fitting as you walk in and realize it's literally setup like a badass cafeteria built for the younger crowds in the area. The atmosphere is chill and the drinks are good. If you're sippin on alcohol here, make sure to order two drinks since they are tiny servings; at least the one I had was. Our waitress was extremely new, and didn't quite explain how the place worked, but it wasn't too hard to figure out. I think the Gateway needed a place like this to help revive the area.",4,12/28/2020,Sean C.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Abstract: fun place to eat with adults and kidsWe went here on a Saturday evening during covid with two adults, one tween, and one toddler and we all had a great time. I haven't been to SLC in over a year so I was happy to find a new place to try while we're in town. It's cafeteria style so seat yourself. Go to restaurant stations, order, and pay then wait for your buzzer to go off. You do need to order your beer at the table by pushing the button though. I'm a fried chicken girl and so I was really looking forward to Blaze of Thunder. I was bummed to find out that they stopped serving bone in chicken :( so they only have sandwiches and tenders. I'll just have to stick to Pretty Bird for my Nashville bone in chicken. I got the tenders in ""too fast"" and they sure were spicy. I only ate one piece before I started crying. The meal came with a side which I opted for the banana pudding with banana cotton candy. Yum yum yum my toddler and I loved this. It was really creamy with a light banana taste that's not over powering. As a fried chicken girl I also tried ""general Tso's chicken wings"" at Graffiti Bao. It came with 6 party wing pieces, pickled carrots strips, and a dipping sauce. I thought these wings were a bit overcooked (chewy and dry) and there was too much sauce. If there's gonna be that much sauce there needs to be some rice to sop with all up. My husband had the ""fish and seashore fries"" from Codspeed. He thought the fish was okay. The fish was lightly battered and tasted like fish. My tween had the ""classic burger"" from SkinnyFats and she enjoyed her meal. She said the burger was nicely cooked (they asked and we requested medium well). She got truffle fries and I thought they were one of the best I've truffle fries I've tasted. Very light truffle flavor so it doesn't over power your pallet. They used parmesan crumbles instead of shaved or grated parmesan so it may not be as fancy.  My husband tried to order beer at the bar counter but you actually order from a waiter at your table. You push the button to get service or in my husband's case had a waiter follow him to the table. He had the ""coconut stout"" and he liked it. He thought it tasted like a good stout but there was nothing really outstanding. His favorite coconut beer is from Kona Brewing. Overall our experience was nice. Everyone wore masks as they were walking around. The tables were well spaced out. The staff were friendly and attentive. As soon as we walked in we were greeted by a manager or supervisor of some sort. Showed us the ropes and politely left. Throughout our stay (about an hour) the staff came up to us 4-5 times asking how everything was. Overall I recommend this place for large groups or indecisive people. It's also a great place for families with different preferences in food. Ambiance is nice and the food isn't too bad.",5,12/26/2020,Heo Quay N.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,My first time visiting this place I was surprise right off the bat it has at least five different places to get food  from meaning some thing for everyone I highly recommend this place the food was delicious and I will definitely be coming back again and again,5,12/19/2020,Alanis C.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Went into this place at 10pm, they close at 11 so we figured we had some time. Stood at the door for a minute and wasn't greeted by anyone. Went up to the bar and the bartender said we could pick a seat and he'd send someone over. We sat down and pressed the service button. Table was dirty and all others around us either had glasses or dishes on them. Waited about 10 min and the only person that came over was a girl who was sweeping the floor around us and didn't say anything. We had enough time to find a new place and just walked out past the employees and they didn't say a word to us. Do you not want money or? It's a shame, the food looked good.",1,12/19/2020,Robby S.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Stumbled on the place on a rainy night when I was visiting SLC. I love a good food hall. This place had a little of everything. I tried a little of it all and a few cocktails for the bar. I was not disappointed and would recommend this place if you're with a group who all can't decide on the same place to grab a bite.,5,12/17/2020,Nicole M.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"I sometimes come here for food and drinks. But this time it's a review you don't want to miss out on! I had the pleasure of trying the new menu before it hits the streets.... bar.. restaurant. The point is, I felt like a real food critic to get the inside scoop for my fellow foodies. If you know me, you know I love my chicken wings. So I had to try the General Tso's wings. Wings mixed with one of my favorite spice? I couldn't pass up on that. The first bite was aaammmazing, it was crispy and juicy and full of flavor. The only downside is I wish it was spicier (personally for me). But overall, the wings did not disappoint! Next, your girl had to try the fries. Can't say no to carbs. The crispy chili garlic fries with pork belly, hits you hard in the heart (like full of goodness and probably health wise). But the pork belly was very tender, and the fries with the chili garlic had an Asian kick to it. You can't go wrong with fries, and the pork belly was the cherry on top. You have the option of adding the pork belly or not, so don't feel pressure. Last but not least, the Graffiti Burger... omg like one of the best burger I have ever had. I believe it had coleslaw in it. So if you're a fan, you're going to love this burger. It was so good, I don't even have the words to describe it. I have nothing bad to say about the new menu, everything was on point!",5,12/12/2020,Jenn P.,3,4,3
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"This might have been my favorite discovery of 2020! I love the idea of one place having a variety of food options for everyone. This is the grown-up version of a food court. That being said, it's still family friendly, but it has a trendy vibe. When you walk in you're greeted by a host who, for new comers, will explain a little bit about the place, where to go, and how to find what you're looking for. Basically, wind through the loop of restaurants, figure out what sounds good, and order from as many places as you want. Once you order you're handed a buzzing number that will notify you when to pickup your food. There's seating throughout the place including single tables, communal tables, and patio seating. They also have a few soda stations throughout, but be warned, this is not a traditional Coke or Pepsi soda machine. Their soda fountains remind me of the ones at Blue Lemon. Handcrafted, natural, unique sodas... The ""healthier"" versions. My initial reaction at the sofa machine was slight disappointment (I'm a Diet Coke girl), but ended up really enjoying mixing a couple sodas. And yes, several refills were involved. Another cool feature is that each table has a button to push for bar service. Once pushed a server will approach to get your bar order. They have a pretty good selection and offering of cocktails, spirits, and beer. My friend and I had so much fun hanging out there and overeating! A really fun environment that got even more fun with a DJ spinning around 9 or 10pm. I think Colossal has the best Lobster Roll in SLC. The toasted buttery bun, finely chopped celery, big chunks of lobster, and a light dressing of mayo spread made it perfectly delicious. The Szechuan Dumplings were far more addicting than I anticipated. And the spring rolls that you wrap with lettuce, jalapeno, thai basil, mint, and some pickled veg make the fried roll seem lighter and more balanced. Plus you get to add as much or as little of the accoutrements as you want, making it customizable to your specific taste. So the food is amazing, vibe is fun, drink game (soda or alcohol) is strong, and the staff is so friendly and high energy. No judgey Abercrombie/Hollister vibe here! Everyone was great at answering questions and making suggestions. Our cocktail waitress was the best too. We ended up hanging out there for like 4 or 5 hours. Such a fun place! It's a MUST EAT place without a doubt!",5,12/11/2020,Dannie F.,1,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"Update since the last review: workers appear to have updated protocol and are all wearing masks now (as of December 2020) whereas that wasn't the case a couple months ago. Good food, nice ambiance, and a good selection of drinks. Colossal Lobster",4,12/7/2020,Devin O.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"HallPass is nothing fancy, but it's good food for what it is. There are many places to choose from, kind of like an upscale version of a mall food court. The reason I say upscale is because the quality of food is a little bit better, but the ambience is much better. Really, the ambience is the only reason to come here. As we looked around, it seemed that it was a gathering place for the pretty people downtown. We hung out, ate our food, watch the fight on the big TVs, and had a great time. As far as the food goes, I got the chicken sandwich with mac & cheese. It was pretty good. You can make the chicken as spicy or mild as you want. The mac & cheese is good quality with a little bit of kick.",4,12/4/2020,Kimmy M.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"I like to come here on Sundays, with fewer people and perfect for chilling. Not my first time in here but this time, I had to try the real quick sandwich from Blaze of Thunder that offers Nashville hot fried chicken, you can choose their heat level from 0mph to 500mph. I like the creamy slaw in it with pickles and it's all loaded up on a brioche. Would highly recommend stopping by and try their sandwich!",4,11/30/2020,Arlene O.,1,2,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"This makes dining fun, simple as that. There is something for everyone here. Want Fried chicken? Cool, got that. Want Beef noodles? Done.  How about a cocktail with some fish's be chips? Easy. Walk in, take a lap around to look at all the options and then go order. Sit where you want, if you want a drink someone will be around to take your order or go to the bar. Easy. Salt Lake has needed a food market like this for a long while, and they nailed it.",4,11/29/2020,Oliver L.,2,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,Tried their new restaurant tonight Graffiti Bao and found a lonnnggggg nice hair in the middle of my rice!!!!  So funnnnn!!!!  I love spending $14 on nothing.,1,11/14/2020,Sam H.,0,0,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,The food was amazing. I got a claim chowder bowl from Colossal Lobster. Definitely a recommend.,5,11/8/2020,Haylie M.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"The options are decent. Kids loved the colossal seafoodPlace. Clam chowder and lobster sandwich were excellent. My salad from skinnyfat was pretty good, not too exciting. Husband got the fish, chips and tots. Really good. The ambience was super cool. Great service from the ladies in the bar. They kept checking on us. Very nice!",4,11/8/2020,Priscilla M.,0,1,0
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"My friend and I went to Hallpass on a Monday night and it was empty! We both decided to go to Blaze of Thunder to try their take On Nashville Hot Chicken. I got the sandwich and he got the Chicken fingers. Overall, huge portions! We both got medium and it was plenty spicy! We both left feeling so full and a bit grossed out by how much we ate (portions are that big!), but it was completely worth it! Definitely go during the week if you are looking for avoid crowds",5,11/3/2020,Nick K.,0,1,1
HallPass,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.765937, 'longitude': -111.903777}",['restaurant_reservation'],$$,False,"HallPass is a VIBE. Basically a trendy, more upscale food court, guests can choose between about six restaurants and sit wherever inside or on the patio.Ramen, Nashville hot chicken, lobster rolls, sushi, burgers, and more are all options here. If you're not hungry, that's fine too: HallPass has a bar with TVs and alcoholic beverages of all kinds for you to chill and/or be social.What I love most about HallPass though is the atmosphere. Wooden tables and wooden wall and ceiling accents give this a truly unique, modern feel. The outdoor seating is a nice way to enjoy a fall evening.I'd definitely recommend HallPass!",5,10/19/2020,Dallas A.,1,4,1
